id,duration_months,credit_amount,installment_rate,present_residence_since,age_years,number_existing_credits,checking_status,credit_history,purpose,savings_account,present_employment_since,debtors_guarantors,property,installment_plans,housing,job,number_people_liable,telephone,foreign_worker,gender,label
798,24,717,4,4,54,2,A14,A33,A40,A65,A75,A101,A123,A143,A152,A173,1,A192,A201,male,0
799,9,1549,4,2,35,1,A12,A32,A40,A65,A72,A101,A121,A143,A152,A171,1,A191,A201,male,0
800,24,1597,4,4,54,2,A14,A34,A46,A61,A75,A101,A124,A143,A153,A173,2,A191,A201,male,0
801,18,1795,3,4,48,2,A12,A34,A43,A61,A75,A103,A121,A141,A151,A172,1,A192,A201,female,0
802,20,4272,1,4,24,2,A11,A34,A42,A61,A75,A101,A122,A143,A152,A173,1,A191,A201,female,0
803,12,976,4,4,35,2,A14,A34,A43,A65,A75,A101,A123,A143,A152,A173,1,A191,A201,male,0
804,12,7472,1,2,24,1,A12,A32,A40,A65,A71,A101,A121,A143,A151,A171,1,A191,A201,female,0
805,36,9271,2,1,24,1,A11,A32,A40,A61,A74,A101,A123,A143,A152,A173,1,A192,A201,male,1
806,6,590,3,3,26,1,A12,A32,A43,A61,A72,A101,A121,A143,A152,A172,1,A191,A202,male,0
807,12,930,4,4,65,4,A14,A34,A43,A65,A75,A101,A121,A143,A152,A173,1,A191,A201,male,0
808,42,9283,1,2,55,1,A12,A31,A41,A61,A71,A101,A124,A141,A153,A174,1,A192,A201,male,0
809,15,1778,2,1,26,2,A12,A30,A40,A61,A72,A101,A121,A143,A151,A171,1,A191,A201,female,1
810,8,907,3,2,26,1,A12,A32,A49,A61,A72,A101,A121,A143,A152,A173,1,A192,A201,male,0
811,6,484,3,3,28,1,A12,A32,A43,A61,A74,A103,A121,A141,A152,A172,1,A191,A201,male,0
812,36,9629,4,4,24,2,A11,A34,A41,A61,A74,A101,A123,A143,A152,A173,1,A192,A201,male,1
813,48,3051,3,4,54,1,A11,A32,A44,A61,A73,A101,A123,A143,A152,A173,1,A191,A201,male,1
814,48,3931,4,4,46,1,A11,A32,A40,A61,A74,A101,A124,A143,A153,A173,2,A191,A201,male,1
815,36,7432,2,2,54,1,A12,A33,A40,A61,A73,A101,A122,A143,A151,A173,1,A191,A201,female,0
816,6,1338,1,4,62,1,A14,A32,A44,A63,A73,A101,A121,A143,A152,A173,1,A191,A201,male,0
817,6,1554,1,2,24,2,A14,A34,A43,A61,A74,A101,A123,A143,A151,A173,1,A192,A201,female,0
818,36,15857,2,3,43,1,A11,A32,A410,A61,A71,A102,A123,A143,A152,A174,1,A191,A201,male,0
819,18,1345,4,3,26,1,A11,A32,A43,A61,A73,A101,A121,A141,A152,A173,1,A191,A201,male,1
820,12,1101,3,2,27,2,A14,A32,A40,A61,A73,A101,A121,A143,A152,A173,1,A192,A201,male,0
821,12,3016,3,1,24,1,A13,A32,A43,A61,A73,A101,A123,A143,A152,A173,1,A191,A201,male,0
822,36,2712,2,2,41,1,A11,A32,A42,A61,A75,A101,A122,A141,A152,A173,2,A191,A201,male,1
823,8,731,4,4,47,2,A11,A34,A40,A61,A75,A101,A121,A143,A152,A172,1,A191,A201,male,0
824,18,3780,3,2,35,2,A14,A34,A42,A61,A72,A101,A123,A143,A152,A174,1,A192,A201,male,0
825,21,1602,4,3,30,2,A11,A34,A40,A61,A75,A101,A123,A143,A152,A173,1,A192,A201,male,0
826,18,3966,1,4,33,3,A11,A34,A40,A61,A75,A101,A121,A141,A151,A173,1,A192,A201,female,1
827,18,4165,2,2,36,2,A14,A30,A49,A61,A73,A101,A123,A142,A152,A173,2,A191,A201,male,1
828,36,8335,3,4,47,1,A11,A32,A41,A65,A75,A101,A124,A143,A153,A173,1,A191,A201,male,1
829,48,6681,4,4,38,1,A12,A33,A49,A65,A73,A101,A124,A143,A153,A173,2,A192,A201,male,0
830,24,2375,4,2,44,2,A14,A33,A49,A63,A73,A101,A123,A143,A152,A173,2,A192,A201,male,0
831,18,1216,4,3,23,1,A11,A32,A40,A61,A72,A101,A123,A143,A151,A173,1,A192,A201,female,1
832,45,11816,2,4,29,2,A11,A30,A49,A61,A75,A101,A123,A143,A151,A173,1,A191,A201,male,1
833,24,5084,2,4,42,1,A12,A32,A43,A65,A75,A101,A123,A143,A152,A173,1,A192,A201,female,0
834,15,2327,2,3,25,1,A13,A32,A43,A61,A72,A101,A121,A143,A152,A172,1,A191,A201,female,1
835,12,1082,4,4,48,2,A11,A30,A40,A61,A73,A101,A123,A141,A152,A173,1,A191,A201,male,1
836,12,886,4,2,21,1,A14,A32,A43,A65,A73,A101,A123,A143,A152,A173,1,A191,A201,female,0
837,4,601,1,3,23,1,A14,A32,A42,A61,A72,A101,A121,A143,A151,A172,2,A191,A201,female,0
838,24,2957,4,4,63,2,A11,A34,A41,A61,A75,A101,A122,A143,A152,A173,1,A192,A201,male,0
839,24,2611,4,3,46,2,A14,A34,A43,A61,A75,A102,A121,A143,A152,A173,1,A191,A201,male,0
840,36,5179,4,2,29,1,A11,A32,A42,A61,A74,A101,A122,A143,A152,A173,1,A191,A201,male,1
841,21,2993,3,2,28,2,A14,A33,A41,A61,A73,A101,A121,A142,A152,A172,1,A191,A201,male,0
842,18,1943,4,4,23,1,A14,A32,A45,A61,A72,A101,A121,A143,A152,A173,1,A191,A201,female,1
843,24,1559,4,4,50,1,A14,A31,A49,A61,A74,A101,A123,A141,A152,A173,1,A192,A201,male,0
844,18,3422,4,4,47,3,A14,A32,A42,A61,A75,A101,A122,A141,A152,A173,2,A192,A201,male,0
845,21,3976,2,3,35,1,A12,A32,A42,A65,A74,A101,A123,A143,A152,A173,1,A192,A201,male,0
846,18,6761,2,4,68,2,A14,A32,A40,A65,A73,A101,A123,A143,A151,A173,1,A191,A201,male,1
847,24,1249,4,2,28,1,A14,A32,A40,A61,A72,A101,A121,A143,A152,A173,1,A191,A201,male,0
848,9,1364,3,4,59,1,A11,A32,A43,A61,A74,A101,A121,A143,A152,A173,1,A191,A201,male,0
849,12,709,4,4,57,1,A11,A32,A43,A61,A75,A101,A121,A142,A152,A172,1,A191,A201,male,1
850,20,2235,4,2,33,2,A11,A34,A40,A61,A73,A103,A122,A141,A151,A173,1,A191,A202,male,1
851,24,4042,3,4,43,2,A14,A34,A41,A65,A74,A101,A122,A143,A152,A173,1,A192,A201,male,0
852,15,1471,4,4,35,2,A14,A34,A43,A61,A73,A101,A124,A143,A153,A173,1,A192,A201,male,0
853,18,1442,4,4,32,2,A11,A31,A40,A61,A74,A101,A124,A143,A153,A172,2,A191,A201,male,1
854,36,10875,2,2,45,2,A14,A33,A40,A61,A75,A101,A123,A143,A152,A173,2,A192,A201,male,0
855,24,1474,4,3,33,1,A14,A32,A40,A62,A72,A101,A121,A143,A152,A173,1,A192,A201,male,0
856,10,894,4,3,40,1,A14,A32,A48,A65,A74,A101,A122,A143,A152,A173,1,A192,A201,female,0
857,15,3343,4,2,28,1,A14,A34,A42,A61,A73,A101,A124,A143,A153,A173,1,A192,A201,male,0
858,15,3959,3,2,29,1,A11,A32,A40,A61,A73,A101,A122,A143,A152,A173,1,A192,A201,female,1
859,9,3577,1,2,26,1,A14,A32,A40,A62,A73,A103,A121,A143,A151,A173,2,A191,A202,male,0
860,24,5804,4,2,27,2,A14,A34,A41,A64,A73,A101,A121,A143,A152,A173,1,A191,A201,male,0
861,18,2169,4,2,28,1,A14,A33,A49,A61,A73,A101,A123,A143,A152,A173,1,A192,A201,male,1
862,24,2439,4,4,35,1,A11,A32,A43,A61,A72,A101,A121,A143,A152,A173,1,A192,A201,female,1
863,27,4526,4,2,32,2,A14,A34,A42,A64,A72,A101,A121,A142,A152,A172,2,A192,A201,male,0
864,10,2210,2,2,25,1,A14,A32,A42,A61,A73,A101,A121,A141,A151,A172,1,A191,A201,male,1
865,15,2221,2,4,20,1,A14,A32,A42,A63,A73,A101,A123,A143,A151,A173,1,A191,A201,female,0
866,18,2389,4,1,27,1,A11,A32,A43,A61,A72,A101,A123,A142,A152,A173,1,A191,A201,female,0
867,12,3331,2,4,42,1,A14,A34,A42,A61,A75,A101,A122,A142,A152,A173,1,A191,A201,male,0
868,36,7409,3,2,37,2,A14,A32,A49,A65,A75,A101,A122,A143,A152,A173,1,A191,A201,male,0
869,12,652,4,4,24,1,A11,A32,A42,A61,A75,A101,A122,A143,A151,A173,1,A191,A201,female,0
870,36,7678,2,4,40,2,A14,A33,A42,A63,A74,A101,A123,A143,A152,A173,1,A192,A201,female,0
871,6,1343,1,4,46,2,A13,A34,A40,A61,A75,A101,A121,A143,A152,A173,2,A191,A202,male,0
872,24,1382,4,1,26,2,A11,A34,A49,A62,A74,A101,A121,A143,A152,A173,1,A192,A201,male,0
873,15,874,4,1,24,1,A14,A32,A44,A65,A72,A101,A121,A143,A152,A173,1,A191,A201,female,0
874,12,3590,2,2,29,1,A11,A32,A42,A61,A73,A102,A122,A143,A152,A172,2,A191,A201,male,0
875,11,1322,4,4,40,2,A12,A34,A40,A64,A73,A101,A123,A143,A152,A173,1,A191,A201,female,0
876,18,1940,3,4,36,1,A11,A31,A43,A61,A72,A102,A124,A141,A153,A174,1,A192,A201,male,0
877,36,3595,4,2,28,1,A14,A32,A43,A61,A75,A101,A123,A143,A152,A173,1,A191,A201,male,0
878,9,1422,3,2,27,1,A11,A32,A40,A61,A72,A101,A124,A143,A153,A174,1,A192,A201,male,1
879,30,6742,2,3,36,2,A14,A34,A43,A65,A74,A101,A122,A143,A152,A173,1,A191,A201,male,0
880,24,7814,3,3,38,1,A14,A32,A41,A61,A74,A101,A123,A143,A152,A174,1,A192,A201,male,0
881,24,9277,2,4,48,1,A14,A32,A41,A65,A73,A101,A124,A143,A153,A173,1,A192,A201,male,0
882,30,2181,4,4,36,2,A12,A34,A40,A65,A75,A101,A121,A143,A152,A173,1,A191,A201,male,0
883,18,1098,4,4,65,2,A14,A34,A43,A61,A71,A101,A123,A143,A152,A171,1,A191,A201,female,0
884,24,4057,3,3,43,1,A12,A32,A42,A61,A74,A101,A123,A143,A152,A173,1,A192,A201,male,1
885,12,795,4,4,53,1,A11,A32,A46,A61,A72,A101,A122,A143,A152,A173,1,A191,A201,female,1
886,24,2825,4,3,34,2,A12,A34,A49,A65,A74,A101,A124,A143,A152,A173,2,A192,A201,male,0
887,48,15672,2,2,23,1,A12,A32,A49,A61,A73,A101,A123,A143,A152,A173,1,A192,A201,male,1
888,36,6614,4,4,34,2,A14,A34,A40,A61,A75,A101,A123,A143,A152,A174,1,A192,A201,male,0
889,28,7824,3,4,40,2,A14,A31,A41,A65,A72,A103,A121,A141,A151,A173,2,A192,A201,male,0
890,27,2442,4,4,43,4,A11,A34,A49,A61,A75,A101,A123,A142,A152,A174,2,A192,A201,male,0
891,15,1829,4,4,46,2,A14,A34,A43,A61,A75,A101,A123,A143,A152,A173,1,A192,A201,male,0
892,12,2171,4,4,38,2,A11,A34,A40,A61,A73,A101,A122,A141,A152,A172,1,A191,A202,male,0
893,36,5800,3,4,34,2,A12,A34,A41,A61,A73,A101,A123,A143,A152,A173,1,A192,A201,male,0
894,18,1169,4,3,29,2,A14,A34,A43,A65,A73,A101,A122,A143,A152,A173,1,A192,A201,male,0
895,36,8947,3,2,31,1,A14,A33,A41,A65,A74,A101,A123,A142,A152,A174,2,A192,A201,male,0
896,21,2606,4,4,28,1,A11,A32,A43,A61,A72,A101,A122,A143,A151,A174,1,A192,A201,female,0
897,12,1592,3,2,35,1,A14,A34,A42,A64,A74,A101,A122,A143,A152,A173,1,A191,A202,female,0
898,15,2186,1,4,33,1,A14,A32,A42,A65,A74,A101,A121,A141,A151,A172,1,A191,A201,female,0
899,18,4153,2,3,42,1,A11,A32,A42,A61,A73,A102,A123,A143,A152,A173,1,A191,A201,male,1
900,16,2625,2,4,43,1,A11,A34,A40,A61,A75,A103,A122,A141,A151,A173,1,A192,A201,male,1
901,20,3485,2,4,44,2,A14,A34,A40,A65,A72,A101,A121,A143,A152,A173,1,A192,A201,male,0
902,36,10477,2,4,42,2,A14,A34,A41,A65,A75,A101,A124,A143,A153,A173,1,A191,A201,male,0
903,15,1386,4,2,40,1,A14,A32,A43,A65,A73,A101,A121,A143,A151,A173,1,A192,A201,male,0
904,24,1278,4,1,36,1,A14,A32,A43,A61,A75,A101,A121,A143,A152,A174,1,A192,A201,male,0
905,12,1107,2,2,20,1,A11,A32,A43,A61,A73,A101,A121,A143,A151,A174,2,A192,A201,male,0
906,21,3763,2,2,24,1,A11,A32,A40,A65,A74,A102,A121,A143,A152,A172,1,A191,A202,male,0
907,36,3711,2,2,27,1,A12,A32,A46,A65,A73,A101,A123,A143,A152,A173,1,A191,A201,male,0
908,15,3594,1,2,46,2,A14,A33,A41,A61,A72,A101,A122,A143,A152,A172,1,A191,A201,female,0
909,9,3195,1,2,33,1,A12,A32,A40,A65,A73,A101,A121,A143,A152,A172,1,A191,A201,female,0
910,36,4454,4,4,34,2,A14,A33,A43,A61,A73,A101,A121,A143,A152,A173,1,A191,A201,female,0
911,24,4736,2,4,25,1,A12,A34,A42,A61,A72,A101,A123,A141,A152,A172,1,A191,A201,female,1
912,30,2991,2,4,25,1,A12,A32,A43,A65,A75,A101,A123,A143,A152,A173,1,A191,A201,female,0
913,11,2142,1,2,28,1,A14,A32,A49,A64,A75,A101,A121,A143,A152,A173,1,A192,A201,male,0
914,24,3161,4,2,31,1,A11,A31,A49,A61,A73,A101,A122,A143,A151,A173,1,A192,A201,male,1
915,48,18424,1,2,32,1,A12,A30,A410,A61,A73,A101,A122,A141,A152,A174,1,A192,A202,female,1
916,10,2848,1,2,32,1,A14,A32,A41,A62,A73,A102,A121,A143,A152,A173,2,A191,A201,male,0
917,6,14896,1,4,68,1,A11,A32,A40,A61,A75,A101,A124,A141,A152,A174,1,A192,A201,male,1
918,24,2359,1,1,33,1,A11,A32,A42,A62,A71,A101,A122,A143,A152,A173,1,A191,A201,male,1
919,24,3345,4,2,39,1,A11,A32,A42,A61,A75,A101,A122,A143,A151,A174,1,A192,A201,male,1
920,18,1817,4,2,28,2,A14,A34,A42,A61,A73,A101,A124,A143,A152,A173,1,A191,A201,female,0
921,48,12749,4,1,37,1,A14,A33,A43,A63,A74,A101,A123,A143,A152,A174,1,A192,A201,male,0
922,9,1366,3,4,22,1,A11,A32,A43,A61,A72,A101,A122,A143,A151,A173,1,A191,A201,female,1
923,12,2002,3,4,30,1,A12,A32,A40,A61,A74,A101,A122,A143,A151,A173,2,A192,A201,male,0
924,24,6872,2,1,55,1,A11,A31,A42,A61,A72,A101,A122,A141,A152,A173,1,A192,A201,male,1
925,12,697,4,2,46,2,A11,A31,A40,A61,A72,A101,A123,A141,A152,A173,1,A192,A201,male,1
926,18,1049,4,4,21,1,A11,A34,A42,A61,A72,A101,A122,A143,A151,A173,1,A191,A201,female,0
927,48,10297,4,4,39,3,A11,A32,A41,A61,A74,A101,A124,A142,A153,A173,2,A192,A201,male,1
928,30,1867,4,4,58,1,A14,A32,A43,A65,A75,A101,A123,A143,A152,A173,1,A192,A201,male,0
929,12,1344,4,2,43,2,A11,A33,A40,A61,A73,A101,A121,A143,A152,A172,2,A191,A201,male,0
930,24,1747,4,1,24,1,A11,A32,A42,A61,A72,A102,A122,A143,A152,A172,1,A191,A202,male,0
931,9,1670,4,2,22,1,A12,A32,A43,A61,A72,A101,A123,A143,A152,A173,1,A192,A201,female,1
932,9,1224,3,1,30,2,A14,A34,A40,A61,A73,A101,A121,A143,A152,A173,1,A191,A201,male,0
933,12,522,4,4,42,2,A14,A34,A43,A63,A75,A101,A122,A143,A152,A173,2,A192,A201,male,0
934,12,1498,4,1,23,1,A11,A32,A43,A61,A73,A101,A123,A141,A152,A173,1,A191,A201,female,0
935,30,1919,4,3,30,2,A12,A33,A43,A62,A72,A101,A124,A142,A152,A174,1,A191,A201,male,1
936,9,745,3,2,28,1,A13,A32,A43,A61,A73,A101,A121,A143,A152,A172,1,A191,A201,female,1
937,6,2063,4,3,30,1,A12,A32,A43,A61,A72,A101,A123,A143,A151,A174,1,A192,A201,male,0
938,60,6288,4,4,42,1,A12,A32,A46,A61,A73,A101,A124,A143,A153,A173,1,A191,A201,male,1
939,24,6842,2,4,46,2,A14,A34,A41,A65,A73,A101,A122,A143,A152,A174,2,A192,A201,male,0
940,12,3527,2,3,45,1,A14,A32,A40,A65,A72,A101,A122,A143,A152,A174,2,A192,A201,male,0
941,10,1546,3,2,31,1,A14,A32,A40,A61,A73,A101,A121,A143,A152,A172,2,A191,A202,male,0
942,24,929,4,2,31,1,A14,A32,A42,A65,A74,A101,A123,A142,A152,A173,1,A192,A201,male,0
943,4,1455,2,1,42,3,A14,A34,A40,A61,A74,A101,A121,A143,A152,A172,2,A191,A201,male,0
944,15,1845,4,1,46,1,A11,A32,A42,A61,A72,A103,A122,A143,A151,A173,1,A191,A201,female,0
945,48,8358,1,1,30,2,A12,A30,A40,A63,A72,A101,A123,A143,A152,A173,1,A191,A201,female,0
946,24,3349,4,4,30,1,A11,A31,A42,A63,A72,A101,A124,A143,A153,A173,2,A192,A201,male,1
947,12,2859,4,4,38,1,A14,A32,A40,A65,A71,A101,A124,A143,A152,A174,1,A192,A201,male,0
948,18,1533,4,1,43,1,A14,A32,A42,A61,A72,A102,A122,A143,A152,A172,2,A191,A201,male,1
949,24,3621,2,4,31,2,A14,A32,A43,A62,A75,A101,A123,A143,A152,A173,1,A191,A201,male,1
950,18,3590,3,3,40,3,A12,A34,A49,A61,A71,A101,A123,A143,A152,A171,2,A192,A201,male,0
951,36,2145,2,1,24,2,A11,A33,A49,A61,A74,A101,A123,A143,A152,A173,1,A192,A201,male,1
952,24,4113,3,4,28,1,A12,A32,A41,A63,A72,A101,A123,A143,A151,A173,1,A191,A201,female,1
953,36,10974,4,2,26,2,A14,A32,A42,A61,A71,A101,A123,A143,A152,A174,1,A192,A201,female,1
954,12,1893,4,4,29,1,A11,A32,A40,A61,A73,A103,A122,A143,A152,A173,1,A192,A201,female,0
955,24,1231,4,4,57,2,A11,A34,A43,A64,A75,A101,A122,A143,A151,A174,1,A192,A201,female,0
956,30,3656,4,4,49,2,A13,A34,A43,A65,A75,A101,A122,A142,A152,A172,1,A191,A201,male,0
957,9,1154,2,4,37,3,A12,A34,A43,A61,A75,A101,A121,A143,A152,A172,1,A191,A201,male,0
958,28,4006,3,2,45,1,A11,A32,A40,A61,A73,A101,A123,A143,A152,A172,1,A191,A201,male,1
959,24,3069,4,4,30,1,A12,A32,A42,A62,A75,A101,A124,A143,A153,A173,1,A191,A201,male,0
960,6,1740,2,2,30,2,A14,A34,A43,A61,A75,A101,A121,A143,A151,A173,1,A191,A201,male,0
961,21,2353,1,4,47,2,A12,A33,A40,A61,A73,A101,A122,A143,A152,A173,1,A191,A201,male,0
962,15,3556,3,2,29,1,A14,A32,A40,A65,A73,A101,A124,A143,A152,A173,1,A191,A201,male,0
963,24,2397,3,2,35,2,A14,A32,A43,A63,A75,A101,A123,A141,A152,A173,1,A192,A201,male,1
964,6,454,3,1,22,1,A12,A32,A45,A61,A72,A101,A122,A143,A152,A172,1,A191,A201,male,0
965,30,1715,4,1,26,1,A12,A32,A43,A65,A73,A101,A123,A143,A152,A173,1,A191,A201,female,0
966,27,2520,4,2,23,2,A12,A34,A43,A63,A73,A101,A122,A143,A152,A172,1,A191,A201,male,1
967,15,3568,4,2,54,1,A14,A32,A43,A61,A75,A101,A123,A141,A151,A174,1,A192,A201,female,0
968,42,7166,2,4,29,1,A14,A32,A43,A65,A74,A101,A122,A143,A151,A173,1,A192,A201,male,0
969,11,3939,1,2,40,2,A11,A34,A40,A61,A73,A101,A121,A143,A152,A172,2,A191,A201,male,0
970,15,1514,4,2,22,1,A12,A32,A45,A62,A73,A103,A121,A143,A152,A173,1,A191,A201,male,0
971,24,7393,1,4,43,1,A14,A32,A40,A61,A73,A101,A122,A143,A152,A172,2,A191,A201,male,0
972,24,1193,1,4,29,2,A11,A31,A40,A61,A71,A102,A124,A143,A151,A171,1,A191,A201,female,1
973,60,7297,4,4,36,1,A11,A32,A49,A61,A75,A102,A124,A143,A151,A173,1,A191,A201,male,1
974,30,2831,4,2,33,1,A14,A34,A43,A61,A73,A101,A123,A143,A152,A173,1,A192,A201,female,0
975,24,1258,3,3,57,1,A13,A32,A43,A63,A73,A101,A123,A143,A152,A172,1,A191,A201,female,0
976,6,753,2,3,64,1,A12,A32,A43,A61,A73,A103,A121,A143,A152,A173,1,A191,A201,female,0
977,18,2427,4,2,42,2,A12,A33,A49,A65,A75,A101,A122,A143,A152,A173,1,A191,A201,male,0
978,24,2538,4,4,47,2,A14,A33,A40,A61,A75,A101,A123,A143,A152,A172,2,A191,A201,male,1
979,15,1264,2,2,25,1,A12,A31,A40,A62,A73,A101,A122,A143,A151,A173,1,A191,A201,male,1
980,30,8386,2,2,49,1,A12,A34,A42,A61,A74,A101,A122,A143,A152,A173,1,A191,A201,male,1
981,48,4844,3,2,33,1,A14,A32,A49,A61,A71,A101,A123,A141,A151,A174,1,A192,A201,male,1
982,21,2923,1,1,28,1,A13,A32,A40,A62,A73,A101,A123,A141,A152,A174,1,A192,A201,female,0
983,36,8229,2,2,26,1,A11,A32,A41,A61,A73,A101,A122,A143,A152,A173,2,A191,A201,male,1
984,24,2028,2,2,30,2,A14,A34,A42,A61,A74,A101,A122,A143,A152,A172,1,A191,A201,male,0
985,15,1433,4,3,25,2,A11,A34,A42,A61,A73,A101,A122,A143,A151,A173,1,A191,A201,female,0
986,42,6289,2,1,33,2,A13,A30,A49,A61,A72,A101,A122,A143,A152,A173,1,A191,A201,male,0
987,13,1409,2,4,64,1,A14,A32,A43,A62,A71,A101,A121,A143,A152,A173,1,A191,A201,female,0
988,24,6579,4,2,29,1,A11,A32,A41,A61,A71,A101,A124,A143,A153,A174,1,A192,A201,male,0
989,24,1743,4,2,48,2,A12,A34,A43,A61,A75,A101,A122,A143,A152,A172,1,A191,A201,male,0
990,12,3565,2,1,37,2,A14,A34,A46,A65,A72,A101,A122,A143,A152,A172,2,A191,A201,male,0
991,15,1569,4,4,34,1,A14,A31,A43,A62,A75,A101,A123,A141,A152,A172,2,A191,A201,male,0
992,18,1936,2,4,23,2,A11,A32,A43,A65,A74,A101,A123,A143,A151,A172,1,A191,A201,male,0
993,36,3959,4,3,30,1,A11,A32,A42,A61,A71,A101,A122,A143,A152,A174,1,A192,A201,male,0
994,12,2390,4,3,50,1,A14,A32,A40,A65,A75,A101,A123,A143,A152,A173,1,A192,A201,male,0
995,12,1736,3,4,31,1,A14,A32,A42,A61,A74,A101,A121,A143,A152,A172,1,A191,A201,female,0
996,30,3857,4,4,40,1,A11,A32,A41,A61,A73,A101,A122,A143,A152,A174,1,A192,A201,male,0
997,12,804,4,4,38,1,A14,A32,A43,A61,A75,A101,A123,A143,A152,A173,1,A191,A201,male,0
998,45,1845,4,4,23,1,A11,A32,A43,A61,A73,A101,A124,A143,A153,A173,1,A192,A201,male,1
999,45,4576,3,4,27,1,A12,A34,A41,A62,A71,A101,A123,A143,A152,A173,1,A191,A201,male,0
